,,"--
Show All Markets
Bragantino SP v Santos SP
Bragantino SP
2.00
Draw
3.10
Santos SP
3.60",,
,,"--
Show All Markets
Sao Paulo v Coritiba
Sao Paulo
1.42
Draw
4.00
Coritiba
6.00",,
"--
Show All Markets
America Mineiro v Flamengo
America Mineiro
3.30
Draw
3.30
Flamengo
1.98","--
Show All Markets
Santos SP v Corinthians
Santos SP
2.15
Draw
3.00
Corinthians
3.10","--
Show All Markets
Bragantino SP v Atletico PR
Bragantino SP
1.90
Draw
3.30
Atletico PR
3.60","--
Show All Markets
Palmeiras v Avai
Palmeiras
1.15
Draw
6.30
Avai
14.00",
"--
Show All Markets
Juventude v Sao Paulo
Juventude
3.60
Draw
3.10
Sao Paulo
1.92","--
Show All Markets
Atletico Goianiense v Ceara
Atletico Goianiense
2.20
Draw
3.00
Ceara
3.00","--
Show All Markets
Fluminense RJ v Botafogo RJ
Fluminense RJ
1.62
Draw
3.60
Botafogo RJ
4.40","--
Show All Markets
Coritiba v SC Internacional Porto Alegre
Coritiba
3.30
Draw
3.00
SC Internacional Porto Alegre
2.05","--
Show All Markets
Cuiaba v Goias
Cuiaba
1.75
Draw
3.20
Goias
4.40"
